Date,Open,High,Low,Close,Volume
2017-08-17 04:00:00.000000,301.13000000,301.13000000,301.13000000,301.13000000,0.42643000
2017-08-17 04:01:00.000000,301.13000000,301.13000000,301.13000000,301.13000000,2.75787000
2017-08-17 04:02:00.000000,300.00000000,300.00000000,300.00000000,300.00000000,0.09930000
2017-08-17 04:03:00.000000,300.00000000,300.00000000,300.00000000,300.00000000,0.31389000
2017-08-17 04:04:00.000000,301.13000000,301.13000000,301.13000000,301.13000000,0.23202000
2017-08-17 04:05:00.000000,300.00000000,301.13000000,300.00000000,301.13000000,0.75705000
2017-08-17 04:06:00.000000,300.10000000,300.10000000,300.10000000,300.10000000,0.90018000
2017-08-17 04:07:00.000000,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000
2017-08-17 04:08:00.000000,300.10000000,300.10000000,298.00000000,298.00000000,0.31493000
2017-08-17 04:09:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:10:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:11:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:12:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:13:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:14:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:15:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,9.59614000
2017-08-17 04:16:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:17:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,0.00000000
2017-08-17 04:18:00.000000,298.00000000,298.00000000,298.00000000,298.00000000,2.91114000
2017-08-17 04:19:00.000000,299.05000000,299.05000000,299.05000000,299.05000000,0.37758000
2017-08-17 04:20:00.000000,299.05000000,299.05000000,299.05000000,299.05000000,0.17585000
2017-08-17 04:21:00.000000,299.05000000,300.10000000,299.05000000,300.10000000,6.40719000
2017-08-17 04:22:00.000000,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000
2017-08-17 04:23:00.000000,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000
2017-08-17 04:24:00.000000,300.10000000,300.10000000,300.10000000,300.10000000,0.00000000
2017-08-17 04:25:00.000000,299.40000000,299.40000000,299.40000000,299.40000000,0.54316000
2017-08-17 04:26:00.000000,299.40000000,300.80000000,299.40000000,300.80000000,4.77061000
2017-08-17 04:27:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,0.08994000
2017-08-17 04:28:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,0.05886000
2017-08-17 04:29:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,6.51018000
2017-08-17 04:30:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,0.48600000
2017-08-17 04:31:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,0.00000000
2017-08-17 04:32:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,17.93696000
2017-08-17 04:33:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,1.95841000
2017-08-17 04:34:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,0.40960000
2017-08-17 04:35:00.000000,299.39000000,299.39000000,299.39000000,299.39000000,24.55420000
2017-08-17 04:36:00.000000,300.79000000,300.79000000,300.79000000,300.79000000,0.86993000
2017-08-17 04:37:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.90661000
2017-08-17 04:38:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.00000000
2017-08-17 04:39:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,1.26188000
2017-08-17 04:40:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.70683000
2017-08-17 04:41:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,2.53734000
2017-08-17 04:42:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.55225000
2017-08-17 04:43:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.00000000
2017-08-17 04:44:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.75578000
2017-08-17 04:45:00.000000,299.60000000,299.60000000,299.60000000,299.60000000,0.75878000
2017-08-17 04:46:00.000000,300.80000000,300.80000000,300.80000000,300.80000000,0.23323000
2017-08-17 04:47:00.000000,300.79000000,300.79000000,300.79000000,300.79000000,2.27645000
2017-08-17 04:48:00.000000,300.79000000,300.79000000,300.79000000,300.79000000,0.82377000
2017-08-17 04:49:00.000000,300.79000000,300.79000000,300.79000000,300.79000000,1.14426000
2017-08-17 04:50:00.000000,300.79000000,300.80000000,300.79000000,300.80000000,1.45349000
2017-08-17 04:51:00.000000,300.80000000,300.80000000,300.80000000,300.80000000,0.00000000
2017-08-17 04:52:00.000000,300.80000000,301.13000000,300.80000000,300.80000000,6.78247000
2017-08-17 04:53:00.000000,301.13000000,301.13000000,301.13000000,301.13000000,0.39447000
2017-08-17 04:54:00.000000,301.13000000,301.13000000,301.13000000,301.13000000,7.31345000
2017-08-17 04:55:00.000000,301.13000000,301.51000000,301.13000000,301.51000000,3.04318000
2017-08-17 04:56:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,3.55760000
2017-08-17 04:57:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,0.00000000
2017-08-17 04:58:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,7.70951000
2017-08-17 04:59:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,0.00000000
2017-08-17 05:00:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,1.05098000
2017-08-17 05:01:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,0.84224000
2017-08-17 05:02:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,0.07133000
2017-08-17 05:03:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,4.08050000
2017-08-17 05:04:00.000000,300.95000000,301.61000000,300.95000000,301.61000000,50.76574000
2017-08-17 05:05:00.000000,301.61000000,301.61000000,301.61000000,301.61000000,3.31580000
2017-08-17 05:06:00.000000,301.61000000,302.57000000,301.61000000,302.57000000,1.98605000
2017-08-17 05:07:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,0.20072000
2017-08-17 05:08:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,1.15035000
2017-08-17 05:09:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,1.02645000
2017-08-17 05:10:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,1.73091000
2017-08-17 05:11:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,0.69964000
2017-08-17 05:12:00.000000,302.57000000,302.57000000,302.57000000,302.57000000,6.17792000
2017-08-17 05:13:00.000000,302.01000000,302.01000000,302.01000000,302.01000000,8.59372000
2017-08-17 05:14:00.000000,302.01000000,302.01000000,302.01000000,302.01000000,0.00000000
2017-08-17 05:15:00.000000,302.01000000,302.01000000,302.01000000,302.01000000,1.15504000
2017-08-17 05:16:00.000000,302.01000000,302.01000000,302.01000000,302.01000000,4.55278000
2017-08-17 05:17:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,2.44642000
2017-08-17 05:18:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,2.72121000
2017-08-17 05:19:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,0.10370000
2017-08-17 05:20:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,0.53240000
2017-08-17 05:21:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,5.93602000
2017-08-17 05:22:00.000000,302.05000000,302.05000000,302.05000000,302.05000000,6.36608000
2017-08-17 05:23:00.000000,302.05000000,302.21000000,302.05000000,302.21000000,21.04970000
2017-08-17 05:24:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,6.77711000
2017-08-17 05:25:00.000000,302.21000000,302.21000000,302.21000000,302.21000000,7.08026000
2017-08-17 05:26:00.000000,301.25000000,302.21000000,301.25000000,302.21000000,79.42479000
2017-08-17 05:27:00.000000,302.21000000,302.21000000,302.21000000,302.21000000,0.69650000
2017-08-17 05:28:00.000000,300.30000000,302.21000000,300.00000000,302.21000000,11.12014000
2017-08-17 05:29:00.000000,302.21000000,302.21000000,302.21000000,302.21000000,0.15172000
2017-08-17 05:30:00.000000,302.21000000,302.21000000,302.11000000,302.11000000,0.50638000
2017-08-17 05:31:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,0.36801000
2017-08-17 05:32:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,0.42101000
2017-08-17 05:33:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,4.71107000
2017-08-17 05:34:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,0.14866000
2017-08-17 05:35:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,5.44487000
2017-08-17 05:36:00.000000,302.11000000,302.11000000,302.11000000,302.11000000,1.63948000
2017-08-17 05:37:00.000000,302.20000000,302.20000000,302.20000000,302.20000000,1.05277000
2017-08-17 05:38:00.000000,302.20000000,302.20000000,302.20000000,302.20000000,1.59307000
2017-08-17 05:39:00.000000,302.20000000,302.20000000,302.20000000,302.20000000,0.02154000
2017-08-17 05:40:00.000000,302.20000000,302.20000000,302.20000000,302.20000000,27.40002000
2017-08-17 05:41:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,0.65153000
2017-08-17 05:42:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,0.13319000
2017-08-17 05:43:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,2.27665000
2017-08-17 05:44:00.000000,302.08000000,303.28000000,302.08000000,303.28000000,50.32042000
2017-08-17 05:45:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,0.69854000
2017-08-17 05:46:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,1.07760000
2017-08-17 05:47:00.000000,303.28000000,303.28000000,303.28000000,303.28000000,0.06695000
2017-08-17 05:48:00.000000,303.28000000,303.28000000,303.10000000,303.10000000,21.69937000
2017-08-17 05:49:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,0.00000000
2017-08-17 05:50:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,0.72561000
2017-08-17 05:51:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,0.33202000
2017-08-17 05:52:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,7.38039000
2017-08-17 05:53:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,4.66083000
2017-08-17 05:54:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,2.35239000
2017-08-17 05:55:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,1.23781000
2017-08-17 05:56:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,2.24515000
2017-08-17 05:57:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,0.21874000
2017-08-17 05:58:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,0.69663000
2017-08-17 05:59:00.000000,303.10000000,303.10000000,303.10000000,303.10000000,5.78554000
2017-08-17 06:00:00.000000,302.40000000,302.40000000,302.40000000,302.40000000,1.94765000
2017-08-17 06:01:00.000000,302.40000000,302.40000000,302.40000000,302.40000000,8.15231000
2017-08-17 06:02:00.000000,302.40000000,302.41000000,302.40000000,302.41000000,0.97579000
2017-08-17 06:03:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,2.33519000
2017-08-17 06:04:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,1.98686000
2017-08-17 06:05:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,0.53655000
2017-08-17 06:06:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,0.22132000
2017-08-17 06:07:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,1.19039000
2017-08-17 06:08:00.000000,302.41000000,302.61000000,302.41000000,302.41000000,4.04642000
2017-08-17 06:09:00.000000,302.41000000,302.41000000,302.41000000,302.41000000,4.22536000
2017-08-17 06:10:00.000000,302.61000000,302.61000000,302.61000000,302.61000000,0.45142000
2017-08-17 06:11:00.000000,302.61000000,302.61000000,302.61000000,302.61000000,1.84013000
2017-08-17 06:12:00.000000,302.61000000,302.61000000,302.61000000,302.61000000,0.98008000
2017-08-17 06:13:00.000000,302.61000000,302.61000000,302.61000000,302.61000000,7.03182000
2017-08-17 06:14:00.000000,302.61000000,302.61000000,302.61000000,302.61000000,4.49849000
2017-08-17 06:15:00.000000,302.02000000,302.21000000,302.02000000,302.21000000,53.79310000
2017-08-17 06:16:00.000000,302.21000000,302.21000000,302.21000000,302.21000000,0.56975000
2017-08-17 06:17:00.000000,302.21000000,302.21000000,302.21000000,302.21000000,5.33850000
2017-08-17 06:18:00.000000,303.71000000,303.71000000,303.71000000,303.71000000,0.31244000
2017-08-17 06:19:00.000000,303.71000000,303.71000000,303.71000000,303.71000000,10.08926000
2017-08-17 06:20:00.000000,303.71000000,303.71000000,303.71000000,303.71000000,0.84964000
2017-08-17 06:21:00.000000,303.71000000,303.71000000,303.11000000,303.11000000,1.79569000
2017-08-17 06:22:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.00000000
2017-08-17 06:23:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.18941000
2017-08-17 06:24:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.67232000
2017-08-17 06:25:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.79742000
2017-08-17 06:26:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.00000000
2017-08-17 06:27:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.26185000
2017-08-17 06:28:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.29145000
2017-08-17 06:29:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,1.88414000
2017-08-17 06:30:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,8.27414000
2017-08-17 06:31:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.16267000
2017-08-17 06:32:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.67229000
2017-08-17 06:33:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,0.00000000
2017-08-17 06:34:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,11.84821000
2017-08-17 06:35:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,7.44328000
2017-08-17 06:36:00.000000,303.11000000,303.11000000,303.11000000,303.11000000,3.80517000
2017-08-17 06:37:00.000000,304.44000000,304.44000000,304.44000000,304.44000000,4.11563000
2017-08-17 06:38:00.000000,304.44000000,304.44000000,304.44000000,304.44000000,14.88510000
2017-08-17 06:39:00.000000,302.75000000,303.61000000,302.75000000,303.61000000,63.61278000
2017-08-17 06:40:00.000000,303.60000000,303.61000000,303.60000000,303.61000000,9.04174000
2017-08-17 06:41:00.000000,303.60000000,303.60000000,303.60000000,303.60000000,15.82627000
2017-08-17 06:42:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,1.06029000
2017-08-17 06:43:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,7.51124000
2017-08-17 06:44:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.60259000
2017-08-17 06:45:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.30446000
2017-08-17 06:46:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,2.03443000
2017-08-17 06:47:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.00000000
2017-08-17 06:48:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.82463000
2017-08-17 06:49:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.38861000
2017-08-17 06:50:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.32128000
2017-08-17 06:51:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.84631000
2017-08-17 06:52:00.000000,303.61000000,303.61000000,302.68000000,302.68000000,1.56616000
2017-08-17 06:53:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.00000000
2017-08-17 06:54:00.000000,302.68000000,302.68000000,301.90000000,302.68000000,16.01847000
2017-08-17 06:55:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,3.53001000
2017-08-17 06:56:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.00000000
2017-08-17 06:57:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,1.48934000
2017-08-17 06:58:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.07130000
2017-08-17 06:59:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,10.34557000
2017-08-17 07:00:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.48261000
2017-08-17 07:01:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.17184000
2017-08-17 07:02:00.000000,302.68000000,302.68000000,302.60000000,302.60000000,17.58282000
2017-08-17 07:03:00.000000,302.68000000,302.68000000,302.68000000,302.68000000,0.15837000
2017-08-17 07:04:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.69090000
2017-08-17 07:05:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.48775000
2017-08-17 07:06:00.000000,303.00000000,303.61000000,303.00000000,303.61000000,15.56647000
2017-08-17 07:07:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,2.45020000
2017-08-17 07:08:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,9.12275000
2017-08-17 07:09:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,0.00000000
2017-08-17 07:10:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,2.95123000
2017-08-17 07:11:00.000000,302.75000000,303.61000000,302.75000000,303.61000000,59.77396000
2017-08-17 07:12:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,6.22331000
2017-08-17 07:13:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,5.07846000
2017-08-17 07:14:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,3.39390000
2017-08-17 07:15:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,2.07377000
2017-08-17 07:16:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,4.15719000
2017-08-17 07:17:00.000000,303.61000000,303.61000000,303.61000000,303.61000000,30.21581000
2017-08-17 07:18:00.000000,303.61000000,303.71000000,303.61000000,303.71000000,17.32766000
2017-08-17 07:19:00.000000,303.71000000,304.97000000,303.71000000,304.97000000,21.80595000
2017-08-17 07:20:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,23.58056000
2017-08-17 07:21:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,0.00000000
2017-08-17 07:22:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,4.95575000
2017-08-17 07:23:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,5.34458000
2017-08-17 07:24:00.000000,303.80000000,304.61000000,303.80000000,304.61000000,92.68562000
2017-08-17 07:25:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,3.90919000
2017-08-17 07:26:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,32.71312000
2017-08-17 07:27:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,10.80628000
2017-08-17 07:28:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,8.65124000
2017-08-17 07:29:00.000000,303.80000000,304.61000000,303.80000000,304.61000000,54.88612000
2017-08-17 07:30:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,11.95186000
2017-08-17 07:31:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,49.36699000
2017-08-17 07:32:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,0.00000000
2017-08-17 07:33:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,0.00000000
2017-08-17 07:34:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,7.20129000
2017-08-17 07:35:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,0.01444000
2017-08-17 07:36:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,7.78752000
2017-08-17 07:37:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,0.31215000
2017-08-17 07:38:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,9.98174000
2017-08-17 07:39:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,1.89411000
2017-08-17 07:40:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,4.38976000
2017-08-17 07:41:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,14.75726000
2017-08-17 07:42:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,7.89193000
2017-08-17 07:43:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,5.66706000
2017-08-17 07:44:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,1.47414000
2017-08-17 07:45:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,1.95715000
2017-08-17 07:46:00.000000,304.61000000,304.61000000,304.61000000,304.61000000,8.65797000
2017-08-17 07:47:00.000000,305.11000000,305.11000000,305.11000000,305.11000000,8.26418000
2017-08-17 07:48:00.000000,304.53000000,304.53000000,304.53000000,304.53000000,49.73239000
2017-08-17 07:49:00.000000,305.11000000,305.11000000,305.11000000,305.11000000,3.06321000
2017-08-17 07:50:00.000000,305.11000000,305.11000000,305.11000000,305.11000000,4.25357000
2017-08-17 07:51:00.000000,305.11000000,306.13000000,305.11000000,306.13000000,20.55851000
2017-08-17 07:52:00.000000,306.13000000,306.13000000,305.62000000,305.62000000,9.40104000
2017-08-17 07:53:00.000000,305.62000000,305.62000000,305.62000000,305.62000000,28.22262000
2017-08-17 07:54:00.000000,305.62000000,305.62000000,305.62000000,305.62000000,6.00198000
2017-08-17 07:55:00.000000,305.62000000,305.62000000,305.62000000,305.62000000,20.24586000
2017-08-17 07:56:00.000000,305.62000000,305.62000000,305.62000000,305.62000000,3.41905000
2017-08-17 07:57:00.000000,307.09000000,307.09000000,304.95000000,304.95000000,21.21736000
2017-08-17 07:58:00.000000,307.96000000,307.96000000,307.96000000,307.96000000,6.73912000
2017-08-17 07:59:00.000000,307.96000000,307.96000000,307.96000000,307.96000000,3.07343000
2017-08-17 08:00:00.000000,307.95000000,307.95000000,307.39000000,307.95000000,8.21032000
2017-08-17 08:01:00.000000,307.95000000,307.95000000,307.95000000,307.95000000,0.00000000
2017-08-17 08:02:00.000000,307.95000000,307.95000000,307.95000000,307.95000000,0.23030000
2017-08-17 08:03:00.000000,307.95000000,308.65000000,307.95000000,308.65000000,0.94337000
2017-08-17 08:04:00.000000,307.95000000,307.95000000,307.95000000,307.95000000,2.65719000
2017-08-17 08:05:00.000000,307.95000000,307.95000000,307.95000000,307.95000000,0.00000000
2017-08-17 08:06:00.000000,308.65000000,308.65000000,308.65000000,308.65000000,0.77143000
2017-08-17 08:07:00.000000,308.65000000,308.65000000,308.65000000,308.65000000,0.76534000
2017-08-17 08:08:00.000000,308.65000000,308.65000000,308.65000000,308.65000000,4.63109000
